Date,Close,High,Low,Open,Volume,Daily_Return,Volatility,MA20,MA50,EMA20,Price_Change,HL_Spread,RSI,MACD,MACD_Signal,BB_High,BB_Low,Momentum,Trend_Strength,Signal,Risk_Level
2020-03-12,1527.1458740234375,1646.6961965549096,1517.2228987467024,1642.8995588611901,8728786,-0.09410350209265894,0.030202927813889377,1806.7537841796875,1847.9107543945313,1775.298453861788,-115.75368483775264,129.47329780820723,23.91241336016732,-51.42770840533376,-28.12877967122276,1992.6244496670827,1620.8831186922923,-305.2391357421875,-41.156970214843795,SELL,HIGH
2020-03-13,1558.5975341796875,1570.4187762422782,1299.5215794726853,1456.434005911892,8029720,0.020595059510187586,0.03070823932891443,1791.0301879882813,1841.7604321289064,1754.5342144185731,102.16352826779553,270.89719676959294,28.317028655206954,-62.13682132739382,-34.93038800245697,2003.152156543456,1578.9082194331068,-258.1697998046875,-50.73024414062502,SELL,HIGH
2020-03-16,1463.76806640625,1589.6172374014968,1446.0361017724435,1514.332067656196,7844271,-0.060842819068970044,0.03248326919331481,1769.6504760742187,1833.884833984375,1726.689257013463,-50.56400124994593,143.58113562905328,23.836571012727532,-77.38378390834282,-43.42106718363414,2019.798739577715,1519.5022125707223,-262.096435546875,-64.2343579101564,SELL,HIGH
2020-03-17,1430.634033203125,1493.6233482959044,1400.563127817395,1492.7604809658662,5713248,-0.022636122459259278,0.03249552963565957,1746.9484313964845,1824.6061743164062,1698.3527011032754,-62.126447762741236,93.06022047850934,22.4971477727006,-91.09071411864215,-52.95499657063574,2031.2949229521157,1462.6019398408532,-296.2227783203125,-77.6577429199217,SELL,HIGH
2020-03-18,1427.52783203125,1478.5664592497835,1404.532395006362,1446.8560826461996,7258778,-0.002171205982651192,0.032199283526359035,1723.2691955566406,1815.2688232421874,1672.4433610000312,-19.32825061494964,74.03406424342143,22.370241037225085,-101.0394793157086,-62.57189311965032,2030.2914932147014,1416.2468978985798,-329.442626953125,-91.99962768554678,SELL,HIGH
2020-03-19,1422.2694091796875,1464.9457280046643,1344.3916286068034,1355.6473622071496,5135111,-0.003683586921090165,0.03196994994173072,1698.7877319335937,1805.7333349609376,1648.5199485871428,66.62204697253787,120.55409939786091,22.142524300132678,-108.10212419255822,-71.6779393342319,2019.5201448426437,1378.0553190245437,-375.255859375,-106.94560302734385,SELL,HIGH
2020-03-20,1562.2928466796875,1624.4821328909024,1414.1425522811655,1416.7500677432697,8547498,0.09845071306199316,0.04071790467689327,1682.1444091796875,1798.1477392578124,1640.277506334135,145.5427789364178,210.3395806097369,39.734761754893526,-101.23364155541708,-77.58907977846894,1994.834498524311,1369.454319835064,-271.3431396484375,-116.00333007812492,SELL,HIGH
2020-03-23,1451.2562255859375,1521.0507690276384,1406.1027894825497,1408.0584261855852,7003490,-0.07107286020654457,0.04301241463981257,1661.65556640625,1789.0456274414062,1622.2153309982893,43.197799400352324,114.94797954508863,33.30766133719122,-103.5563142026806,-82.78252666331127,1978.4481808106489,1344.8629520018512,-374.9593505859375,-127.39006103515612,SELL,HIGH
2020-03-24,1480.3302001953125,1538.4343227468346,1419.227370812281,1436.7847075341913,6350865,0.020033660560275335,0.04353274860150128,1644.408740234375,1780.538779296875,1608.6616249628778,43.545492661121216,119.20695193455367,36.21685898091456,-101.87665161614018,-86.60135165387706,1961.2522410698284,1327.5652393989217,-221.546142578125,-136.13003906249992,SELL,HIGH
2020-03-25,1521.3114013671875,1573.200913933702,1460.2085830986846,1477.5920186117642,2765520,0.027683824302488835,0.04386430548135661,1627.4507385253905,1773.2510131835938,1600.3198163722254,43.71938275542334,112.99233083501736,40.1780245090669,-96.1305335233319,-88.50718802776802,1932.300672164738,1322.600804886043,-164.47265625,-145.8002746582033,SELL,HIGH
2020-03-26,1556.6435546875,1592.3666088531206,1497.192274625216,1591.9754177921252,4556067,0.023224800187890526,0.04442156459893136,1613.6636657714844,1766.384931640625,1596.149887812139,-35.3318631046252,95.17433422790464,43.43940283587513,-87.71456513990074,-88.34866345019456,1904.8273120089327,1322.500019534036,29.4976806640625,-152.72126586914055,SELL,HIGH
2020-03-27,1585.803955078125,1607.9678360616779,1521.398345675345,1581.8926819633803,4331250,0.018732869386067552,0.04479452797024456,1602.115496826172,1759.7576879882813,1595.1623572319716,3.911273114744745,86.56949038633297,46.05344280561439,-77.79507574690706,-86.23794590953706,1878.0644789841158,1326.166514668228,27.2064208984375,-157.64219116210938,SELL,HIGH
2020-03-30,1545.822021484375,1655.7722524193052,1532.8279457230028,1534.957374158789,8513547,-0.025212406278669053,0.04383837865523468,1593.1133728027344,1752.125908203125,1590.4537712060796,10.86464732558602,122.94430669630242,43.111423013864076,-72.32628444936927,-83.4556136175035,1864.0279638189832,1322.1987817864856,82.053955078125,-159.01253540039056,SELL,HIGH
2020-03-31,1587.1947021484375,1612.3137899613828,1547.1259008793863,1597.0163865434904,3927593,0.026764194123935603,0.04438785147645562,1586.1302673339844,1745.6607885742187,1590.1428156620532,-9.821684395052898,65.18788908199645,46.89216171502031,-63.91700295873079,-79.54789148574896,1850.0037317631416,1322.2568029048273,156.5606689453125,-159.5305212402343,SELL,HIGH
2020-04-01,1485.1976318359375,1594.7133021278632,1479.3307209274415,1587.0211512678543,4941878,-0.0642624815811419,0.04610876352899791,1572.5416259765625,1737.9951196289062,1580.1314904730534,-101.8235194319168,115.38258120042178,39.85919123197017,-64.7366540897549,-76.58564400655015,1827.670624130773,1317.412627822352,57.6697998046875,-165.4534936523437,SELL,HIGH
2020-04-03,1437.783935546875,1512.358917722895,1434.133456461366,1512.358917722895,5735369,-0.031924166368654694,0.045837978445792286,1554.5545593261718,1729.3691186523438,1566.5542784014374,-74.57498217602006,78.22546126152906,37.07546843055469,-68.42338041672451,-74.95319128858503,1793.93932611987,1315.1697925324736,15.5145263671875,-174.814559326172,SELL,HIGH
2020-04-07,1542.953857421875,1552.2105590348212,1481.938034736679,1486.2838940760826,5427577,0.07314723671258538,0.04909648809015557,1540.0204528808595,1722.2292431640626,1564.3035742933603,56.66996334579244,70.27252429814234,46.07216211724481,-62.14246419378924,-72.39104586962588,1742.281997049947,1337.758908711772,-19.3389892578125,-182.20879028320314,SELL,HIGH
2020-04-08,1482.3291015625,1569.7243742522928,1478.4613292376248,1529.7424688172953,6285615,-0.03929136024888846,0.049598119343867236,1522.8261291503907,1714.06583984375,1556.4869136830405,-47.413367254795276,91.26304501466802,42.31626723631137,-61.34950506552764,-70.18273770880624,1677.7818707663341,1367.8703875344472,31.0728759765625,-191.23971069335926,SELL,HIGH
2020-04-09,1535.0877685546875,1546.0828128496296,1504.7101510235993,1521.4417078767501,5307397,0.03559173663700954,0.04852668795836274,1514.4867004394532,1707.087900390625,1554.4466403153115,13.646060677937385,41.37266182603025,46.41059201054167,-55.82043254041264,-67.31027667512753,1646.2113045775272,1382.7620963013792,54.757568359375,-192.6011999511718,SELL,HIGH
2020-04-13,1529.09033203125,1553.2098470028955,1517.5738068646085,1530.6113825249574,2990438,-0.003906901381335426,0.04850984419789672,1506.6520141601563,1700.2342016601563,1552.029331672111,-1.5210504937074347,35.636040138286944,46.01078983681596,-51.33083581131859,-64.11438850236574,1612.8590685156503,1400.4449598046624,7.7789306640625,-193.58218749999992,SELL,HIGH
2020-04-15,1508.1434326171875,1574.9392625719265,1501.755041265511,1551.4716245534707,4761399,-0.013698928686728729,0.043722773538798713,1505.7018920898438,1692.7113452148437,1547.8459296907718,-43.32819193628325,73.18422130641557,44.56675449741122,-48.89935643766512,-61.071382089425626,1611.4977931184776,1399.90599106121,-48.5001220703125,-187.00945312499994,SELL,HIGH
2020-04-16,1491.5421142578125,1534.001129900537,1455.906075130439,1486.2400820929606,6245533,-0.011007784803707676,0.04352039098082777,1502.34912109375,1685.3594995117187,1542.4792596495997,5.30203216485188,78.09505477009816,43.40408506869848,-47.76141529965139,-58.409388731470784,1605.4428573354958,1399.2553848520042,-94.2618408203125,-183.0103784179687,SELL,HIGH
2020-04-17,1569.898193359375,1609.6628065183957,1523.6582921915412,1564.5093701909723,9895823,0.052533601533975016,0.0427338076027897,1507.6556274414063,1679.8638403320313,1545.092526008553,5.388823168402723,86.0045143268544,50.03031710161988,-40.074948949234795,-54.742500775023586,1613.1570885234269,1402.1541663593857,24.076171875,-172.20821289062496,SELL,HIGH
2020-04-20,1580.71923828125,1590.584316510633,1566.6820931750906,1590.584316510633,3244282,0.006892832266224502,0.04225930888277235,1515.1598876953126,1675.5993359375,1548.4878259502007,-9.865078229383016,23.90222333554243,50.88552605433235,-32.732876869536994,-50.34057599392627,1619.0179430044584,1411.3018323861668,-6.4754638671875,-160.43944824218738,SELL,HIGH
2020-04-21,1510.316650390625,1559.8159501836424,1501.6683258838823,1534.088481849694,5122541,-0.04453832545694536,0.043718768068681586,1519.2993286132812,1669.5220947265625,1544.8502661180928,-23.771831459069062,58.14762429976008,45.43699586461938,-32.2236778141023,-46.717196357961484,1615.1469771065028,1423.4516801200596,25.1190185546875,-150.2227661132813,SELL,HIGH
2020-04-22,1537.9993896484375,1555.8174102688347,1494.2366138812797,1510.3162910265162,3829836,0.018329096253194788,0.04379950906448845,1525.0858276367187,1663.9079052734376,1544.1974428790786,27.683098621921317,61.58079638755498,47.80362682941404,-29.249201601225877,-43.22359740661437,1610.1729291349654,1439.998726138472,100.2154541015625,-138.82207763671886,SELL,HIGH
2020-04-23,1632.5220947265625,1651.4265832452913,1530.481294099705,1547.1259569350625,5934366,0.06145822014905433,0.04027703718331732,1528.5972900390625,1659.5145849609376,1552.6134996808444,85.3961377915,120.94528914558623,54.98348552934438,-19.045174515375493,-38.387912828366595,1624.6292181285678,1432.5653619495572,89.5682373046875,-130.91729492187505,SELL,HIGH
2020-04-24,1580.632568359375,1609.6628243364232,1571.2889706284175,1599.884640664491,2987102,-0.03178488458735296,0.03732547627839701,1535.0661071777345,1654.3975610351563,1555.2831835736786,-19.252072305115917,38.373853708005754,50.84842982235248,-14.972862810563356,-33.70490282480595,1626.717374597883,1443.414839757586,98.303466796875,-119.33145385742182,SELL,HIGH
2020-04-27,1596.3209228515625,1629.697141530114,1586.238551089311,1592.583547733698,3374741,0.009925364570003259,0.03717846239073157,1540.8656433105468,1649.4527978515625,1559.193131342697,3.7373751178645307,43.458590440803164,52.02322596212617,-10.360181625814448,-29.035958585007652,1632.6079068988495,1449.1233797222442,61.233154296875,-108.5871545410157,SELL,HIGH
2020-04-28,1615.834228515625,1623.613275376776,1592.8445657475825,1621.0057594098969,2678505,0.012223924014730825,0.036828668134936245,1545.5917846679688,1644.459951171875,1564.5895090743345,-5.171530894271882,30.76870962919361,53.511585936079385,-5.071575896746026,-24.243082047355326,1642.415755655109,1448.7678136808286,86.743896484375,-98.8681665039062,SELL,HIGH
2020-04-29,1656.33740234375,1662.334709492323,1608.0114673858327,1628.828091321007,4241510,0.025066416537872893,0.03688242302790142,1550.5764770507812,1640.4247265625,1573.33031637335,27.509311022743077,54.3232421064904,56.52630200147873,2.36073677068498,-18.922318283747266,1658.7614240992436,1442.3915300023189,148.1939697265625,-89.84824951171868,SELL,HIGH
2020-04-30,1750.9034423828125,1766.1574529822194,1688.1057671968058,1720.9605102877924,5915544,0.05709346411259553,0.03865724193533497,1558.8314514160156,1637.98140625,1590.2471429832142,29.94293209502007,78.05168578541361,62.6210965717267,15.700600467421737,-11.997734533513468,1697.4293876452057,1420.2335151868256,259.361328125,-79.14995483398434,SELL,HIGH
2020-05-04,1677.8927001953125,1708.7918008863655,1663.2906772557187,1708.7918008863655,3729348,-0.04169889693525264,0.03951666003588863,1565.4349853515625,1633.7120141601563,1598.5966164806237,-30.899100691053036,45.501123630646816,56.08369248019596,20.148917656831372,-5.5684040954445,1713.205849949381,1417.664120753744,107.9945068359375,-68.27702880859374,SELL,HIGH
2020-05-05,1679.89208984375,1718.3529487109527,1674.8943511208931,1699.3180617464882,2905528,0.0011916075731210896,0.0391824288849608,1570.0698547363281,1629.616357421875,1606.340953827614,-19.425971902738183,43.458597590059526,56.21848655177932,23.563944627249157,0.258065649094231,1725.8764305470509,1414.2632789256054,99.1728515625,-59.546502685546784,SELL,HIGH
2020-05-06,1654.555419921875,1698.1009059519174,1645.8637019078915,1686.019502792539,3517431,-0.015082319915103337,0.036125524734449466,1578.537744140625,1624.68521484375,1610.9338333148105,-31.464082870664015,52.23720404402593,53.95832135939613,23.949841722814426,4.996420863838271,1733.3788619451097,1423.69662633614,144.23876953125,-46.14747070312501,SELL,HIGH
2020-05-07,1644.169189453125,1681.369686362083,1636.9550196130212,1660.1184739910832,3166754,-0.006277354232861132,0.035149520348033945,1588.8570068359375,1619.330625,1614.0997449373513,-15.949284537958192,44.41466674906178,53.01735905000707,23.150718877413055,8.627280466553227,1731.8569838592753,1445.8570298125996,106.1697998046875,-30.4736181640626,SELL,HIGH
2020-05-08,1645.6900634765625,1685.7588660381168,1639.4754632969311,1685.411176065115,2686530,0.0009250106577798345,0.031555690541903506,1593.9938171386718,1614.341240234375,1617.1088967431922,-39.72111258855239,46.28340274118568,53.146207298592046,22.38212290778688,11.378248954799957,1737.4093866858007,1450.578247591543,13.16796875,-20.347423095703107,SELL,HIGH
2020-05-11,1682.1083984375,1696.102044623859,1659.2491353274238,1659.2491353274238,2449841,0.02212952230142462,0.030107330176243334,1603.9827819824218,1610.7627465820312,1623.3003494223256,22.8592631100762,36.8529092964352,56.24092310714304,24.430045972253993,13.988608358290765,1742.6476371566175,1465.317926808226,101.475830078125,-6.779964599609457,SELL,HIGH
2020-05-12,1694.4501953125,1700.534397091001,1660.3352067687629,1680.4565524419597,3256595,0.007337099610503328,0.02933669373854843,1611.9509033203126,1608.146416015625,1630.0775392929436,13.99364287054027,40.19919032223811,57.27093537932848,26.740669822223936,16.5390206510774,1752.1705318669062,1471.731274773719,98.1292724609375,3.8044873046876546,BUY,MEDIUM
2020-05-13,1694.5806884765625,1733.128433569902,1673.720566909021,1733.128433569902,2656665,7.701209774335638e-05,0.02928396980505948,1620.2254211425782,1604.8286010742188,1636.2215281288527,-38.54774509333947,59.40786666088093,57.2823845834796,28.25666038645909,18.88254859815374,1759.4376155549369,1481.0132267302195,78.7464599609375,15.396820068359375,BUY,MEDIUM
2020-05-14,1653.46923828125,1671.5045562483178,1643.6910538412735,1660.1184249204525,2263146,-0.024260544496274128,0.02974110816145406,1627.4917114257812,1601.2502856445312,1637.8643684164342,-6.649186639202526,27.813502407044325,52.50880903694657,25.842843173211804,20.274607513165353,1757.4047401042549,1497.5786827473075,-2.8681640625,26.241425781249973,BUY,MEDIUM
2020-05-15,1645.2552490234375,1666.5499571861421,1621.1791275631138,1665.3330954996882,3173682,-0.004967730313719554,0.029600050824305512,1635.1773681640625,1597.8200439453126,1638.568339822357,-20.07784647625067,45.370829623028385,51.58387096090953,23.001923499266695,20.82007071038562,1749.2289696521136,1521.1257666760114,-105.648193359375,37.35732421874991,BUY,MEDIUM
2020-05-18,1691.0606689453125,1697.449060591619,1627.1765402820972,1657.5106579694077,3727694,0.027840920093744392,0.027999159651521225,1641.2354919433594,1597.1239672851561,1643.568110572518,33.5500109759048,70.27252030952172,56.215640214400665,24.167995161604722,21.48965560062944,1753.633351690302,1528.8376321964167,13.16796875,44.11152465820328,BUY,MEDIUM
2020-05-19,1693.711669921875,1709.1828644902926,1654.0339555485282,1654.0339555485282,3198693,0.0015676557472157349,0.027996463302851184,1646.8851135253906,1596.461064453125,1648.3441209205344,39.67771437334682,55.148908941764375,56.47516075049022,25.01764118394135,22.195252717291822,1757.8982318457042,1535.871995205077,13.819580078125,50.42404907226569,BUY,MEDIUM
2020-05-20,1698.0140380859375,1706.0973784127127,1678.9791541003613,1694.885040769148,2778505,0.0025402010510211515,0.02559173090398104,1656.2699829101562,1595.2819360351561,1653.074977519478,3.128997316789537,27.118224312351458,56.9214293985414,25.741425799327544,22.904487333698967,1749.887575842621,1562.6523899776914,43.4586181640625,60.98804687500001,BUY,MEDIUM
2020-05-21,1730.6947021484375,1736.6051123381628,1687.1927208272325,1691.40818248752,3400908,0.019246403933938616,0.025615458246968318,1665.9047485351562,1593.9453247070312,1660.4678812483173,39.28651966091752,49.41239151093032,60.25500021279284,28.622148476774782,24.04801956231413,1747.777576704931,1584.0319203653812,86.5255126953125,71.95942382812495,BUY,MEDIUM
2020-05-22,1756.0313720703125,1766.1572456089036,1704.6633356055424,1718.4396885700246,3663418,0.014639595239080982,0.022216185602181304,1672.0802124023437,1592.393232421875,1669.5697776290917,37.5916835002879,61.49391000336118,62.66703844882026,32.57410545741118,25.75323674133354,1761.2558588285196,1582.9045659761678,110.34130859375,79.68697998046878,BUY,MEDIUM
2020-05-26,1688.8011474609375,1759.2040774374357,1673.1560519106044,1751.3815296622693,4575317,-0.0382853209109314,0.022805265749432514,1677.4886413574218,1589.6449438476564,1671.4014480068001,-62.58038220133176,86.04802552683122,53.40542271748949,29.93605833143647,26.58980105935413,1756.3472180255474,1598.6300646892962,6.6927490234375,87.84369750976543,BUY,MEDIUM
